ts_code,name,area,industry,list_date,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees,business_scope,main_business
002120,韵达股份,浙江,仓储物流,20070306,SZSE,聂腾云,聂腾云,符勤,222659.3948,19960405,浙江,宁波市,www.yundaex.com,ir@yundaex.com,8723.0,实业投资，企业管理咨询，商务信息咨询，汽车租赁，信息科技专业领域内的技术开发、技术服务、技术咨询；各类广告的设计、制作、代理，利用自有媒体发布各类广告。,主营业务:快递服务业.
002121,科陆电子,深圳,电器仪表,20070306,SZSE,饶陆华,饶陆华,黄幼平,140816.3573,19960812,广东,深圳市,www.szclou.com,zhangxiaofang@szclou.com;huangyouping@szclou.com;guwen@szclou.com,3975.0,"电力测量仪器仪表及检查装置、电子式电能表、用电管理系统及设备、配电自动化设备及监测系统、变电站自动化、自动化生产检定系统及设备、自动化工程安装、智能变电站监控设备、继电保护装置、互感器、高压计量表、数字化电能表、手持抄表器、手持终端(PDA)、缴费终端及系统、缴费POS机及系统、封印、中高压开关及智能化设备、电动汽车充/换电站及充/换电设备及系统、电动汽车充/换电设备检定装置、箱式移动电池储能电站、储能单元、高中低压变频器、电能质量监测与控制设备、电力监测装置和自动化系统、无功补偿器(SVG/SVC/STATCOM)、风电变流器、光伏逆变器、离网/并网光伏发电设备、离网/并网光伏电站设计、安装、运营；射频识别系统及设备、直流电源、逆变电源、通信电源、UPS不间断电源、电力操作电源及控制设备、LED及相关产品、航空电源、化学储能电池、电能计量箱(屏)、电能表周转箱、环网柜、物流系统集成(自动化仓储、订单拣选、配送)、自动化系统集成及装备的研发、规划、设计、销售、技术咨询及技术服务(生产项目由分支机构经营,另行申办营业执照)；物流供应链规划、设计及咨询；自动化制造工艺系统研发及系统集成；软件系统开发、系统集成、销售及服务；软件工程及系统维护；能源服务工程；电力工程施工、机电工程施工、电子与智能化工程施工、承装(修、试)电力设施；电子通讯设备、物联网系统及产品、储能系统、电池管理系统、储能监控系统、储能能量管理系统、直流电源系统、电动汽车BMS系统、电动汽车充电站监控系统、高压计量箱、直流电能表、四表合一系统及设备、通讯模块、电子电气测量设备及相关集成软硬件系统、气体报警器、电动汽车电机控制器、电动汽车充电运营、风电系统及设备、光伏系统及设备、储能设备、高压开关设备、高低压成套设备、智能控制箱、自动识别产品、光伏储能发电设备、雕刻机、变频成套设备、动力电池化成测试装置、高压计量设备的研发、生产(生产项目证照另行申报)及销售；智慧水务平台及水表、气表、热量表的生产、研发及销售；微电网系统与解决方案、新能源充放电整体解决方案的研发、生产和销售；电力安装工程施工；自有房屋租赁；物业管理；塑胶产品及二次加工、模具的研发、生产及销售；经营进出口业务。","主要产品:电测标准仪器仪表,智能电表,配电智能终端(FTU,DTU,TTU),配电线路故障指示器,柱上开关和环网箱;储能业务及充电桩业务;通过综合能源为客户提供综合服务.主营业务:智能电网,新能源及综合能源服务三大业务."
002122,*ST天马,浙江,机械基件,20070328,SZSE,武剑飞,武剑飞,武宁,118800.0,20021118,浙江,杭州市,www.tmb.net.cn,dsh@tianma-group.com,1843.0,轴承、装备及配件销售，经营进出口业务(范围详见外经贸部门批文)；投资管理、初级食用农产品的销售。(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目。),"主营业务:通用轴承,铁路轴承及轴承配件的生产销售,企业云服务,大数据应用服务和商业人工智能服务"
002123,梦网集团,深圳,互联网,20070328,SZSE,余文胜,余文胜,朱雯雯,81060.6519,19981119,辽宁,鞍山市,www.montnets.com,zqb@montnets.com;zhuwenwen@montnets.com;zhaodi@montnets.com,1305.0,计算机软硬件的技术开发与销售、网络信息技术服务、电子产品；无功补偿设备、输变电设备、变频调速设备及其控制系统的研发、生产、销售和售后维修；电力电子元件、仪器仪表生产、销售；电力电子产品及技术的进出口经营(国家禁止的除外，限制的凭许可证明经营)。,"主营业务:移动信息即时通讯服务业务,移动音视频业务,移动智能流量业务和节能大功率电力电子设备的设计和制造业务主要产品:电能质量与电力安全,变频传动与新能源控制系统"
002124,天邦股份,浙江,饲料,20070403,SZSE,张邦辉,张邦辉,章湘云,115962.8098,19960925,浙江,宁波市,www.tianbang.com,techbank@tianbang.com;dail@tianbang.com;zhangxy@tianbang.com,4397.0,食品经营；饲料技术咨询服务；饲料、饲料原料的批发、零售；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物和技术除外。以下限分支机构经营：配合饲料的制造；水产苗种生产；水产品养殖；鲜活水产品销售；种畜禽生产、生猪养殖；兽药生产，兽药经营；工程监理；环保工程、房屋建筑工程、钢结构工程、电气工程、工业自动化工程施工；机械设备制造、销售、安装、维护及技术咨询；环保材料、环保设备的研发、制造、销售；有机肥料、微生物肥料制造、销售；农作物种植、销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品:特种水产粉末状饲料,膨化颗粒饲料,普通颗粒料全价饲料以及部分浓缩料,产品适用于5大类40多种水产养殖动物共150多个品种."
002125,湘潭电化,湖南,化工原料,20070403,SZSE,谭新乔,张迎春,汪咏梅,55295.9976,20000930,湖南,湘潭市,www.chinaemd.com,zqb@chinaemd.com,1326.0,锰矿石开采与加工；研究、开发、生产、销售二氧化锰、电解金属锰、电池材料及其它能源新材料；蒸汽的生产、销售；利用蒸汽的余热、余压发电；金属材料、润滑油、石油沥青、化工产品、建筑材料、机电产品、法律法规允许经营的矿产品的销售；再生资料回收；经营商品和技术的进出口业务。,"主营业务:生产,销售电解二氧化锰,电解金属锰.主要产品为标准包装的电解二氧化锰及金属锰."
002126,银轮股份,浙江,汽车配件,20070418,SZSE,徐小敏,夏军,陈敏,80108.1664,19990310,浙江,台州市,www.yinlun.cn,002126@yinlun.cn,6564.0,实业投资；汽车零部件、船用配件、摩托车配件、机械配件、电子产品、基础工程设备、化工设备的设计、制造、销售，商用车、金属材料的销售；机械技术服务；经营进出口业务(国家法律法规禁止、限制的除外)。,"主要产品::新能源汽车热管理相关的高低温水箱,Chiller(电池深冷器),电池冷却板,电机冷却器,电控冷却器,前端冷却模块,PTC加热器等.主要业务:研发,制造和销售各种热交换器及尾气后处理等产品."
002127,南极电商,江苏,互联网,20070418,SZSE,张玉祥,张玉祥,曹益堂,245487.0403,19990712,江苏,苏州市,www.nanjids.com,nanjids@nanjids.com;caoyitang@nanjids.com;shiyuting@nanjids.com,584.0,从事互联网零售、对外贸易；对外投资、投资管理及咨询、企业管理信息咨询；电子商务技术支持及信息咨询、商务咨询、市场营销策划；会务服务，品牌设计，品牌管理，公关活动策划，文化艺术交流活动策划，企业形象策划，展览展示服务，摄影服务，文化教育信息咨询；农产品加工与销售；网络技术、信息技术及纺织技术的开发、转让、咨询及服务；质量管理咨询及技术服务；针纺织品、服装服饰、皮革制品、箱包、鞋帽、床上用品、工艺礼品、洗涤用品、宠物用品、化妆品、护肤用品、摄影器材、玩具、音响设备及器材、劳防用品、金属制品、家具、家用电器、厨房用品、通讯设备、电子产品、水处理净化设备、五金交电、文教用品、办公用品、服装面料、服装辅料的销售；预包装食品(不含冷藏冷冻食品)销售；设计、制作、代理、发布各类广告；软件研发。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主营业务:品牌综合服务业务,货品销售,园区平台服务业务,经销商品牌授权业务."
002128,露天煤业,内蒙,煤炭开采,20070418,SZSE,刘明胜,刘建平,温泉,178854.0075,20011218,内蒙古,通辽市,www.nmghlhltmy.com,ltmy@vip.163.com,4667.0,"煤炭产品生产、销售；土石方剥离；地质勘探；工程与地籍测绘测量，煤炭经营；道路普通货物运输；矿山设备、工程机械、发动机、电机、建材,化工产品(危险化学品除外)，金属材料(除专营)销售；电器安装与维修；普通机械制造；机电、机械配件加工及经销；疏干及防排水设计及施工；水资源再利用；仓储；房屋、机电产品、机械设备租赁；技术服务、信息咨询；腐植酸生产与销售；分布式光伏发电；风力发电、太阳能发电、风电供热等清洁能源项目的开发、投资、建设、运营、管理。煤矿工程建设咨询；招投标代理；工程质量检测。(法律、行政法规、国务院决定规定应经许可的，未获许可不得生产经营)。","主营业务:本公司的主营业务为煤炭产品的生产,加工和销售."
002129,中环股份,天津,半导体,20070420,SZSE,沈浩平,沈浩平,秦世龙,278515.6473,19881221,天津,天津市,www.tjsemi.com,Tjsc@tjsemi.com;qinshilong@tjsemi.com;jiangyuan@tjsemi.com,8335.0,半导体材料、半导体器件、电子元件的制造、加工、批发、零售；电子仪器、设备整机及零部件制造、加工、批发、零售；房屋租赁；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，太阳能电池、组件的研发、制造、销售，光伏发电系统及部件的制造、安装、销售，光伏电站运营(以上范围内国家有专营专项规定的按规定办理)。,"主要产品为太阳能硅材料,半导体硅材料,高压硅堆,硅整流二极管,硅桥式整流器,功率6寸芯片,抛光片等."
002130,沃尔核材,深圳,电气设备,20070420,SZSE,周和平,王宏晖,王占君,125898.3062,19980619,广东,深圳市,www.woer.com,fz@woer.com,6643.0,化工产品，电子元器件的购销，高压电器设备，铜铝连接管，电池隔膜，热敏电阻(PTC产品)，橡胶新材料及原、辅材料、制品及线路防护元器件的购销(以上均不含专营、专控、专卖商品及限制项目)；投资风力发电项目；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)；高端控制、自动化设备的研发、集成；本公司产品的安装、维修及相关技术的咨询，高低压输配电设备购销。热缩材料、冷缩材料、阻燃材料、绝缘材料、耐高温耐腐蚀新型材料、套管、电缆附件、电缆分支箱、热缩材料电子线和电源连接线、环保高温辐射线缆、有机硅线缆、有机氟线缆、热缩材料生产辅助设备、通信产品及设备的技术开发、生产及购销，高低压输配电设备生产制造，电力金具的研发及生产及销售。,"主营业务:热缩材料,冷缩材料,阻燃材料,绝缘材料,耐高温耐腐蚀新型材料,套管,电缆附件,电缆分支箱,热缩材料新型电线和电源连接线的技术开发,生产和购销;化工产品,电子元器件的购销;经营进出口业务"
002131,利欧股份,浙江,互联网,20070427,SZSE,王相荣,王相荣,张旭波,665484.8187,20010521,浙江,台州市,www.leogroup.cn,sec@leogroup.cn;wxr@leogroup.cn,5429.0,泵、园林机械、清洗机械设备、电机、汽油机、阀门、模具、五金工具、电气控制柜、成套供水设备、农业机械、机械设备、环保设备、电器零部件及相关配件的生产、销售，设计、制作、代理、发布国内各类广告，企业营销策划，进出口经营业务，实业投资。(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目)。,"主要产品:微小型水泵,园林机械,清洗和植保机械及工业泵等.主营业务:主要从事微型小型水泵,园林机械,清洗和植保机械,工业泵的研发,设计,制造,销售业务."
002132,恒星科技,河南,钢加工,20070427,SZSE,谢晓博,谢保万,李明,125649.8403,19950712,河南,郑州市,www.hengxingchinese.com,hengxing@hengxingchinese.com;wentian01@163.com;xrl67666@126.com,3460.0,生产销售钢帘线、胶管钢丝、镀锌钢丝、镀锌钢绞线、金刚线及其他金属制品；从事相关货物或技术的进出口业务。,"主营业务:金属制品领域的生产经营活动,产品主要应用于电力电缆,汽车轮胎,道路桥梁建设等领域.主要产品及劳务:钢帘线,胶管钢丝,镀锌钢绞线,镀锌钢丝,预应力钢绞线."
002133,广宇集团,浙江,全国地产,20070427,SZSE,王轶磊,江利雄,华欣,77414.4175,20001204,浙江,杭州市,www.cosmosgroup.com.cn,gyjtdb@163.com,375.0,房地产投资、房地产开发经营、商品房销售及出租、实业投资，室内外装饰、工程技术咨询、仓储服务，建筑材料的销售。,"主营业务:房地产开发经营,商业物业经营."
002134,天津普林,天津,元器件,20070516,SZSE,曲德福,王忠全,林晓华,24584.9768,19880427,天津,天津市,www.toppcb.com,ir@tianjin-pcb.com,1004.0,印刷电路板及相关产品的生产、销售、委托加工；上述产品及同类商品和技术的研发、设计、咨询及服务；代收代付水费、电费、蒸汽费、燃气费；机械设备销售及维修；自营或代理货物及技术的进出口；自有房屋及设备租赁(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主营业务:生产,销售双面和多层印刷电路板"
002135,东南网架,浙江,建筑施工,20070530,SZSE,徐春祥,徐春祥,蒋建华,103440.22,20011229,浙江,杭州市,www.dongnanwangjia.com,stock@dongnanwangjia.com;jiangjh007@126.com;zyan1213@163.com,5110.0,网架、钢结构及其配套板材设计、制造、安装，建筑工程勘察、设计、施工、监理、管理、技术服务，幕墙的设计和施工，钢管的生产和销售，机电安装工程、消防工程、装饰装修工程、园林绿化工程、石油及燃气管道系统工程、水处理工程、市政工程设计与施工，建筑材料、苗木、化工原料及产品（不含危险品及易制毒化学品）的销售；开展对外承包工程业务（范围详见《中华人民共和国对外承包工程资格证书》），房屋租赁，工程机械及设备的维修、租赁、销售，经营进出口业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）,"主营业务:大跨度空间钢结构,高层重钢结构,轻钢结构产品及钢结构围护产品的生产和销售."
002136,安纳达,安徽,化工原料,20070530,SZSE,陈书勤,姚程,王先龙,21502.0,19940311,安徽,铜陵市,www.andty.com,th_wxl@sina.com;596971030@qq.com;and@andty.com,728.0,生产和销售系列钛白粉及相关化工产品(非危化品)。,"主营业务:生产和销售系列钛白粉及相关化工产品.主要产品:锐钛型钛白粉,金红石型钛白粉(含粉料)"
002137,麦达数字,深圳,互联网,20070613,SZSE,陈亚妹,乔昕,朱蕾,57849.6507,19980605,广东,深圳市,www.mindatagroup.com,dmb@sz-seastar.com;dmb@mindatagroup.com;Shirong.Chen@mindatagroup.com,768.0,兴办实业(具体项目另行申报)；互联网电子商务与服务、互联网信息服务、互联网投资；数据处理和数据存储服务，大数据分析及商业应用；智能照明、智能家居管理系统；软件开发、信息系统集成服务、信息技术咨询服务；电子产品、通讯产品、电器、照明灯具及其零部件的技术开发、生产、销售；国内贸易(不含专营、专控、专卖商品及限制项目)；互联网信息服务；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营),主要业务:企业互联网服务业务和传统业务
002138,顺络电子,深圳,元器件,20070613,SZSE,袁金钰,施红阳,徐祖华,80631.8354,20000908,广东,深圳市,www.sunlordinc.com,info@sunlordinc.com,5323.0,研发、设计、生产、销售新型电子元器件；提供技术方案设计和技术转让、咨询服务，销售自产产品。,"主要产品:片式电感器和片式压敏电阻器.主营业务:从事片式电感器和片式压敏电阻器等新型电子元器件的研发,生产和销售."
002139,拓邦股份,深圳,元器件,20070629,SZSE,武永强,武永强,文朝晖,101904.6531,19960209,广东,深圳市,www.topband.com.cn,wenzh@topband.com.cn;chendj@topband.com.cn,5259.0,电子产品、照明电器、各类电子智能控制器、电力自动化系统设备、电机及其智能控制器的研发、销售、生产(由分公司经营)；动力电池、电源产品、电脑产品、集成电路、传感器、软件的技术开发与销售；国内贸易(不含专营、专控、专卖商品)，经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)。,主要产品:家电类的电子智能控制产品.
002140,东华科技,安徽,建筑施工,20070712,SZSE,吴光美,崔从权,张学明,53524.144,20010718,安徽,合肥市,www.chinaecec.com,ecec@chinaecec.com;sunzheng@chinaecec.com;zhangxueming@chinaecec.com,1167.0,化工、石油化工、市政、环境治理、建筑工程的咨询、设计、监理和工程总承包；承包化工、市政、环境治理国(境)外工程和境内国际招标工程；上述工程所需设备、材料进出口；外派实施上述工程劳务人员；经营本公司工程项目所需的设备材料(国家实施核定公司经营的进口商品除外)的进口业务；在国(境)外举办各类企业；劳动安全卫生预评价；环保设施运营；轻工、商业、电力、建材行业工程咨询和设计；技术开发、技术转让；产品研制、生产销售；期刊、资料出版发行，期刊广告。,"主营业务:以服务化工,石化行业为主的设计咨询与工程总承包业务,主营业务服务的具体行业主要集中于化肥,无机化学品,涂料以及新领域精细化工等领域.发行人业务的主要形式包括:1,设计,咨询等技术服务业务(统称设计咨询业务)2,工程总承包业务"
002141,贤丰控股,广东,元器件,20070720,SZSE,陈文才,卢敏,陈文才,113465.6519,20021010,广东,珠海市,www.sz002141.com,stock@sz002141.com,927.0,股权投资、企业管理服务、资产管理、投资咨询、投资管理、控股公司服务、企业自有资金对外投资，生产和销售电线电缆产品(各种漆包线、铜包铝线、镀锡线、三层绝缘线等)、电工电器产品、附件，技术咨询，电器机械及器材、自动化仪表及系统制造、维修、销售，金属材料加工(裸铜线、金属绞线、切割线、合金线)，本公司生产所需的原辅材料、仪器仪表、机械设备、零配件及技术进出口业务(不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理申请)。(依法须经批准的项目，经相关部门批准后方可开展经营活动。),主营业务:微细漆包线的制造和销售.
002142,宁波银行,浙江,银行,20070719,SZSE,陆华裕,罗孟波,俞罡,537147.3095,19970410,浙江,宁波市,www.nbcb.com.cn,dsh@nbcb.com.cn,13684.0,(一)吸收公众存款；(二)发放短期、中期和长期贷款；(三)办理国内外结算；(四)办理票据承兑与贴现；(五)发行金融债券；(六)代理发行、代理兑付、承销政府债券；(七)买卖政府债券、金融债券；(八)从事同业拆借；(九)从事银行卡业务；(十)提供信用证服务及担保；(十一)代理收付款项及代理保险业务；(十二)提供保管箱服务；(十三)经中国银行业监督管理机构、中国人民银行和国家外汇管理机关批准的其他业务。,"主要产品:公司贷款,个人贷款,房屋贷款是本行个人贷款."
002143,*ST印纪,四川,影视音像,20070720,SZSE,吴冰,吴冰,吴冰,176983.4184,20030822,四川,遂宁市,www.d-m-g.com,zhengquanbu@dmgmedia.com;di.liu@dmgmedia.com,171.0,制作、发行:专题、专栏、综艺、动画片、广播剧、电视剧；影视娱乐文化信息咨询：制作、代理、发布户内外各类广告及影视广告；企业形象策划；公关咨询；公共关系专业培训。(在取得相关行政许可后，按许可部门核定的经营项目开展经营活动，未取得相关行政许可的，不得开展经营活动)。,"主营业务:品牌管理,广告创制,品牌推广,品牌公关,娱乐营销等整合营销为主兼营影视剧的投资,制作,发行及衍生业务."
002144,宏达高科,浙江,纺织,20070803,SZSE,沈国甫,沈国甫,朱海东,17676.2528,19970724,浙江,嘉兴市,www.zjhongda.com.cn,hdzhd2008@163.com;hdgk@zjhongda.com.cn;mqq@zjhongda.com.cn,675.0,投资管理，资产管理咨询服务；针织及纺织面料、服装、合成革的制造、加工、销售；印染；房屋租赁；化纤丝、染化料(不含危险品)的销售；经营进出口业务。,"主要产品:汽车内饰面料和服饰面料.主营业务:经编面料的织造,染整与销售."
002145,中核钛白,甘肃,化工原料,20070803,SZSE,胡约翰,刘辉跃,邱北,159124.5576,20010223,甘肃,嘉峪关市,www.sinotio2.com,sz002145@sinotio2.com;qiubei@sinotio2.com,2307.0,生产经营钛白粉、硫酸亚铁、改性聚丙烯酰胺、余热发电、硫酸渣，化工新产品研制、开发、生产、销售，化工工程设计，化工设备设计、加工制作，技术开发、咨询、转让、服务。,"主要产品:金红石型钛白粉,锐钛型钛白粉系列产品.主营业务:钛白粉产品的生产,销售及服务."
002146,荣盛发展,河北,全国地产,20070808,SZSE,耿建明,刘山,陈金海,434816.3851,19961230,河北,廊坊市,www.risesun.cn,dongmichu@risesun.cn,24607.0,房地产的开发与经营(一级)。,主营业务:普通商品房开发.
002147,ST新光,安徽,区域地产,20070808,SZSE,周晓光,虞云新,杨畅生,182807.6415,20030725,安徽,马鞍山市,www.xgycgroup.com,dsh@masfy.com;3506934@163.com,1417.0,生产、销售回转支承、机械设备、锻压设备；销售金属制品、建材；技术咨询服务；劳动服务；经营本企业自产产品及技术的出口业务和本企业所需的机械设备、零配件、原辅材料及技术的进口业务，但国家限定公司经营或禁止进出口的商品及技术除外；房地产开发和经营；市场开发管理、商铺租赁、建材、装饰材料批发零售；房产信息中介，装饰工程设计。,"主营业务:房地产开发和商业经营为主,回转支承等精密机械制造为辅的双主业"
002148,北纬科技,北京,互联网,20070810,SZSE,傅乐民,傅乐民,黄潇,56577.3727,19971112,北京,北京市,www.bisp.com,ir@bw30.com,302.0,利用信息网络经营动漫产品、游戏产品（含网络游戏虚拟货币发行）（文化经营许可证有效期至 2019 年 11 月 11 日）；第二类增值电信业务中的呼叫中心业务和信息服务（不含固定网电话信息服务和互联网信息服务）（电信企业许可证有效期至 2019 年 09 月 12 日）；经营电信业务；技术开发、技术推广、技术咨询、技术服务、技术培训；设计、制作、代理、发布广告；承办展览展示活动；经济信息咨询；货物进出口、技术进出口、代理进出口；销售电子产品、器件和元件、计算机、软件及辅助设备、通讯设备、广播电视设备；计算机系统服务；演出经纪；从事互联网文化活动；影视策划；电脑图文设计；电脑动画设计；平面设计；摄影服务。（企业依法自主选择经营项目，开展经营活动；从事互联网文化活动、经营电信业务以及依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）,"主营业务:增值电信服务.手机游戏业务,也开展移动数据通信系统集成业务,为移动电信运营商提供短信中心系统,短信增值业务系统,移动互联系统和认证计费系统等产品的集成和技术服务.系统集成业务是本公司的附属业务,在营业收入中所占比例很小."
002149,西部材料,陕西,小金属,20070810,SZSE,巨建辉,杨延安,顾亮,42541.4274,20001228,陕西,西安市,www.c-wmm.com,002149@c-wmm.com;l.gu@c-wmm.com;alice.zuo@126.com;xbclzqb@163.com,1433.0,稀有金属材料的板、带、箔、丝棒、管及其深加工产品、复合材料及装备和稀贵金属等新型材料的开发、生产和销售；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进出口业务(国家限定公司经营和国家禁止进出口的商品除外)；经营进料加工和“三来一补”业务；自有房地产和设备的租赁；物业管理；理化检验；自有技术服务。,"主营业务:稀有金属材料的研发,生产和销售."
002150,通润装备,江苏,机械基件,20070810,SZSE,柳振江,柳振江,蔡岚,35651.7053,20021028,江苏,苏州市,www.tongrunindustries.com,jstr@tongrunindustries.com,1269.0,许可经营项目：无。一般经营项目：金属工具箱柜、钢制办公家具、精密钣金制品的生产及相关产品的科技开发；设计、制造高低压开关柜、高低压电器元件、电气控制设备，并对销售后的产品进行维修服务；太阳能、风能等新能源发电产品的技术研发和技术服务，太阳能、风能等新能源发电电源、控制设备、发电系统等以及新能源系统的相关组配设备的设计、生产和销售；房屋厂房租赁；经营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品及技术除外)。,"主要产品:各类钢制工具箱,工具柜,工具车;其他产品主要包括:钢制办公家具,工作台,支架,信箱,邮箱,钱柜,犬舍,油箱等其他薄板制品.主营业务:公钢制工具箱,工具柜,工具车,钢制办公家具及其他薄板制品的生产,研发及销售."
002151,北斗星通,北京,通信设备,20070813,SZSE,周儒欣,周儒欣,潘国平,49056.8032,20000925,北京,北京市,www.BDStar.com,BDStar@BDStar.com;zyduan@BDStar.com;bdstardsh@bdstar.com,4443.0,开发导航定位应用系统及软硬件产品、基于位置的信息系统、地理信息系统和产品、遥感信息系统和产品、通信系统和产品、计算机软硬件系统和产品、自动控制系统和产品、组合导航系统和产品；生产和销售开发后的产品；基于位置的信息系统的系统集成、施工、技术服务；货物进出口、技术进出口、代理进出口。房屋租赁、物业管理；导航产品试验、检测。,"主营业务:卫星导航定位产品,基于位置的信息系统应用和基于位置的运营服务三大业务."
002152,广电运通,广东,电脑设备,20070813,SZSE,黄跃珍,叶子瑜,钟勇,240899.3951,19990708,广东,广州市,www.grgbanking.com,securities@grgbanking.com,25956.0,技术进出口；自动售货机、售票机、柜员机及零配件的批发；计算机应用电子设备制造；货物进出口（专营专控商品除外）；计算器及货币专用设备制造；软件开发；计算机技术开发、技术服务；计算机和辅助设备修理；信息系统集成服务；信息技术咨询服务；智能化安装工程服务； 安全技术防范系统设计、施工、维修；工程勘察设计；室内装饰、装修；室内装饰设计服务。,主要产品:ATM.
002153,石基信息,北京,软件服务,20070813,SZSE,李仲初,李仲初,罗芳,106763.9624,19980206,北京,北京市,www.shijigroup.com,ir@shijigroup.com;luofang@shijigroup.com;any.zhao@shijigroup.com,4417.0,技术开发、技术咨询、技术转让、技术服务、技术培训；销售开发后的产品、计算机及外围设备；提供信息源服务；网络技术服务；电子商务(未取得专项审批的项目除外)；安装计算机；货物进出口、技术进出口、代理进出口；法律、行政法规、国务院决定禁止的，不得经营；法律、行政法规、国务院决定应经许可的，经审批机关批准并经工商行政管理机关登记注册后方可经营；法律、行政法规、国务院决定未规定许可的，自主选择经营项目，开展经营活动。,"主要产品:具有自主知识产权的“石基数字饭(酒)店信息管理系统平台(IPHotel)”.主营业务:酒店,餐饮及零售等旅游消费行业信息管理系统软件的开发与销售,系统集成,技术支持与服务业务."
002154,报喜鸟,浙江,服饰,20070816,SZSE,吴志泽,吴志泽,谢海静,121761.1874,20010620,浙江,温州市,www.bxn.com\www.baoxiniao.com.cn,stock@baoxiniao.com,8027.0,服装、皮鞋、皮革制品的生产及销售，经营进出口业务，经济信息咨询服务，企业管理与咨询服务，培训服务，企业营销策划，房屋租赁，实业投资、投资管理、资产管理、投资咨询、企业管理咨询，服装设计开发(以工商局核定为准)。,"主营业务:本公司主要从事“报喜鸟”品牌西服,衬衫等男士系列服饰产品的生产和销售"
002155,湖南黄金,湖南,黄金,20070816,SZSE,黄启富,陈建权,王文松,120203.9474,20001226,湖南,长沙市,www.hngoldcorp.com,hngold_security@126.com,6511.0,在许可证核定项目内从事黄金、锑、钨的勘探、开采、选冶；金锭、锑及锑制品、钨及钨制品的生产、销售；工程测量，控制地形、矿山测量；经营商品和技术的进出口业务；以自有资产对矿山企业、高新技术项目和企业投资，自有资产管理；管理、技术咨询服务(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,"主要产品;“辰州”牌黄金,精锑及三氧化二锑,钨精矿及仲钨酸铵等.主营业务:本公司(包括下属子公司)的主营业务为金锑钨及其共(伴)生矿的勘探,开采,冶炼和加工,"
002156,通富微电,江苏,半导体,20070816,SZSE,石明达,石磊,蒋澍,115370.4572,19940204,江苏,南通市,www.tfme.com,tfme_stock@tfme.com,11566.0,研究开发、生产集成电路等半导体产品，提供相关的技术服务，自营和代理上述商品的进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"主要产品包括DIP/SIP系列,SOP/SOL/TSSOP系列,QFP/LQFP系列,CP系列,MCM系列等.其中DIP/SIP系列是低端产品,SOP/SOL/TSSOP系列,QFP/LQFP系列,CP系列,MCM系列是中,高端产品.主要从事集成电路的封装测试业务."
002157,正邦科技,江西,饲料,20070817,SZSE,程凡贵,林峰,王飞,243492.2788,19960926,江西,南昌市,www.zhengbang.com,zqb@zhengbang.com;hurenhui@zhengbang.com;wangfei@zhengbang.com,16465.0,畜禽饲料、预混料的生产和销售；饲料添加剂的研发、生产和销售；畜禽及水产品养殖、加工和销售；粮食收购；饲料原料贸易。,"主营业务:猪饲料,禽饲料,水产料,其他料,种猪及商品猪.饲料生产及销售."
002158,汉钟精机,上海,工程机械,20070817,SZSE,余昱暄,柯永昌,邱玉英,53526.8522,19980107,上海,上海市,www.hanbell.com.cn,IR@hanbell.cn;amywu@hanbell.cn;gracechiu@hanbell.cn,1720.0,研发、生产农渔蔬果等产品储藏、保鲜、干燥用的新型螺杆式冷冻冷藏设备，各类真空泵、气体压缩机及其零部件；合同能源管理并研发节能技术；销售自产产品及相关配套产品、零部件、润滑油、润滑剂等其他耗材，转让自研技术，租赁自产产品；自产产品、同类商品及节能产品的批发、进出口、佣金代理(拍卖除外)，并提供技术咨询、技术服务、售后服务等相关配套服务；自有房屋租赁。(不涉及国营贸易管理商品，涉及危险化学品、配额、许可证管理、专项规定、质检、安检管理等要求的，需按照国家有关规定取得相应许可后开展经营业务)。,"主营业务为从事螺杆式压缩机应用技术的研制开发,生产销售及售后服务,主要产品有螺杆式制冷压缩机和螺杆式空气压缩机."
